  2.52  3.16 -0.14 -0.09
  3.09  3.82 -0.44 -0.38
  2.45  2.71  2.49  2.49
  2.24  3.55 -0.39 -0.33
  2.49  1.75 -2.08 -2.00
  2.54  5.06  1.35  1.43
  1.56  3.30 -1.16 -1.14
  2.50  2.67  0.39  0.46
  2.41  3.25 -0.39 -0.34
  2.65  0.42 -0.23 -0.22
  1.24  2.45  1.03  1.06
  2.91  3.29  1.10  1.15
  2.57  3.52  0.56  0.57
  4.24  2.72  0.53  0.55
  4.32  4.17  0.83  0.91
  4.30  2.79  1.16  1.20
  3.81  3.57 -0.53 -0.49
  2.83  1.66 -1.72 -1.63
  4.20  2.76 -0.53 -0.50
  4.04  1.32  0.41  0.48
  1.48  0.46 -0.08  0.02
  3.30  3.33  1.65  1.66
  3.09  0.83 -1.14 -1.08
  1.32  4.16 -0.27 -0.21
  4.35  2.12 -0.55 -0.47
  2.39  2.71  0.76  0.82
  3.82  2.73  0.29  0.31
  2.52  4.11 -1.36 -1.31
  0.80  4.31  0.55  0.59
  2.96  0.67 -2.29 -2.27
  2.29  3.26  0.52  0.53
  1.63  3.75 -1.66 -1.65
  2.03  2.49 -0.93 -0.85
  2.21  1.91 -0.38 -0.36
  4.32  4.26  0.84  0.93
  2.61  1.36  1.14  1.22
  3.32  2.23 -1.01 -0.92
  3.74  4.60  1.56  1.66
  1.64  3.93 -0.01  0.07
  3.14  4.24  0.09  0.11
  2.48  2.34  1.57  1.65
  2.73  1.87  0.13  0.22
  2.18  3.21  1.32  1.39
  3.55  4.65  0.65  0.71
  2.54  2.57 -1.45 -1.37
  4.76  3.87 -0.02  0.02
  4.01  2.03 -0.04 -0.03
  4.11  2.26 -0.47 -0.40
  2.48  2.50 -0.63 -0.59
  2.43  4.27 -0.00  0.02
  2.15  2.61  0.05  0.14
  2.85  4.30 -1.19 -1.13
  2.75  3.25  0.36  0.39
  2.45  3.69  0.52  0.60
  3.42  1.97 -0.21 -0.13
  3.20  3.55 -1.40 -1.34
  3.29  1.88  1.45  1.51
  4.84  3.41 -1.29 -1.20
  1.67  2.69 -0.12 -0.05
  1.69  3.62  0.98  0.99
  3.36  4.51  0.62  0.72
  3.37  3.49 -1.44 -1.43
  3.93  5.54 -1.27 -1.27
  3.18  2.46 -1.13 -1.04
  2.05  2.16  0.99  0.99
  2.05  2.60  0.53  0.55
  2.59  1.77 -0.39 -0.31
  0.81  4.28 -0.26 -0.19
  3.26  3.58  0.63  0.64
  2.29  2.98  0.14  0.17
  1.71  1.90 -1.34 -1.30
  2.68  4.01 -0.40 -0.36
  3.02  2.09 -0.77 -0.70
  4.36  2.93 -0.27 -0.19
  4.19  2.99  0.51  0.58
  5.80  2.85 -0.19 -0.16
  3.75  3.34 -0.45 -0.45
  2.78  4.38 -0.57 -0.49
  4.21  3.46 -0.81 -0.72
  3.68  3.14 -1.18 -1.18
  2.96  2.17 -0.68 -0.60
  3.22  4.30 -0.94 -0.94
  3.17  2.68 -0.11 -0.05
  2.09  2.63 -0.34 -0.30
  2.69  1.62 -1.41 -1.37
  2.89  2.64  1.21  1.23
  2.01  1.35  1.04  1.12
  4.13  2.95  0.15  0.17
  2.46  2.64 -0.03  0.06
  4.39  2.76  1.33  1.34
  3.18  2.90  1.61  1.70
  2.22  2.86 -0.19 -0.12
  2.48  2.23 -1.29 -1.27
  1.92  3.26 -0.62 -0.55
  2.75  5.11  0.71  0.75
  2.90  2.10  1.06  1.07
  4.11  2.47 -0.67 -0.61
  1.64  2.27  0.20  0.23
  2.01  3.09 -0.06  0.03
  2.36  4.07  1.72  1.81
  2.33  4.00 -0.42 -0.40
  4.05  3.31 -0.82 -0.74
  4.37  2.95 -0.60 -0.55
  2.03  1.18  0.73  0.76
  4.64  2.64  2.38  2.41
  4.46  3.67 -1.05 -0.97
  3.47  3.23 -1.69 -1.66
  2.01  2.95  0.51  0.53
  4.05  4.15  0.42  0.51
  3.67  3.20 -2.82 -2.81
  2.74  3.18 -0.98 -0.94
  2.53  2.93  1.42  1.52
  2.05  2.27  1.61  1.67
  1.64  2.90  0.09  0.18
  1.07  1.60  0.11  0.16
  4.02  1.76 -0.13 -0.06
  3.65  3.69 -0.66 -0.61
  5.01  2.43  1.46  1.48
  3.43  1.71  0.80  0.87
  4.34  3.25 -0.75 -0.67
  3.36  2.62  1.11  1.18
  4.01  3.49 -1.17 -1.13
  1.66  3.39  2.54  2.60
  3.17  3.87 -0.73 -0.67
  1.52  3.46 -0.70 -0.68
  1.78  2.38  0.56  0.57
  2.58  3.87  0.85  0.88
  1.54  2.86 -0.71 -0.65
  2.26  2.86  0.64  0.70
  4.42  2.68 -0.03 -0.01
  4.39  2.60  0.22  0.24
  3.13  2.96  1.19  1.24
  2.61  2.08 -0.68 -0.60
  3.93  3.11 -0.55 -0.50
  4.25  3.73 -0.47 -0.43
  1.92  3.09  0.70  0.76
  1.42  3.61 -1.46 -1.41
  4.83  3.12  0.74  0.81
  2.06  1.86 -1.44 -1.37
  3.92  2.13  0.57  0.59
  0.15  3.09 -0.12 -0.08
  3.26  3.67 -0.22 -0.14
  1.60  4.20 -1.74 -1.69
  1.98  4.06  0.20  0.22
  3.82  2.87  0.73  0.83
  1.77  1.12  0.88  0.98
  3.03  3.49  0.54  0.58
  1.89  5.14 -0.68 -0.67
  2.98  2.95 -0.65 -0.58
  2.52  2.19 -0.38 -0.34
  3.22  3.77  2.77  2.81
  1.05  3.08 -0.68 -0.64
  2.43  4.20  0.80  0.87
  4.77  1.51  1.04  1.05
  3.91  1.61 -1.27 -1.20
  5.06  2.96 -0.92 -0.88
  2.20  3.11 -1.30 -1.21
  0.92 -0.39  0.23  0.23
  2.11  3.94 -0.06  0.03
  3.65  1.94 -1.91 -1.86
  4.62  2.57  0.11  0.17
  3.04  1.75  1.94  1.98
  3.07  2.74 -0.48 -0.42
  4.24  4.23 -0.20 -0.16
  3.27  3.54 -0.45 -0.42
  2.13  3.16 -0.62 -0.57
  4.37  2.46 -1.30 -1.22
  2.53  3.72  1.04  1.06
  3.53  2.79 -0.01  0.04
  2.61  2.29 -0.83 -0.77
  1.70  1.81  2.51  2.60
  2.03  2.09  0.57  0.58
  3.24  3.31  1.04  1.07
  2.54  2.78 -0.74 -0.72
  1.77  3.42  1.14  1.20
  3.86  0.68  1.29  1.31
  2.83  3.81  2.84  2.89
  1.86  4.23  1.55  1.56
  2.63  3.01  0.31  0.36
 -3.97 -1.34 -0.52 -0.52
 -4.11 -3.07  1.14  1.21
 -2.32 -3.66 -2.78 -2.72
 -1.42 -1.93 -0.61 -0.54
 -2.81 -2.28 -0.10 -0.08
 -0.63 -4.28 -0.78 -0.69
 -2.17 -4.36 -1.88 -1.80
 -2.28 -2.75 -1.20 -1.18
 -2.89 -4.22 -1.18 -1.10
 -2.36 -3.66  0.92  0.95
 -2.84 -2.68 -0.36 -0.30
 -4.58 -2.22 -1.78 -1.74
 -3.03 -1.55  0.01  0.08
 -1.06 -1.73  0.18  0.19
 -4.13 -1.81 -1.26 -1.20
 -1.63 -4.24  0.59  0.60
 -2.46 -2.94  0.12  0.12
 -1.91 -3.66 -0.68 -0.60
 -3.86 -2.06  0.50  0.55
 -2.99 -3.12  0.12  0.18
 -1.04 -2.61 -2.06 -2.00
 -3.04 -2.54 -0.36 -0.29
 -2.97 -3.05  1.29  1.36
 -4.21 -2.25  0.52  0.61
 -3.13 -3.51 -0.10 -0.05
 -2.25 -2.45  0.01  0.02
 -1.97 -1.77 -0.26 -0.25
 -1.90 -2.73  1.42  1.47
 -2.56 -3.36  0.13  0.18
 -4.62 -4.12  0.10  0.19
 -2.62 -2.55  0.54  0.60
 -3.55 -3.84  1.20  1.25
 -1.27 -3.96 -0.69 -0.65
 -3.68 -4.18 -1.13 -1.12
 -1.76 -2.33 -1.68 -1.63
 -2.07 -3.81 -0.41 -0.35
 -4.70 -2.74  1.43  1.51
 -3.85 -3.98  0.52  0.53
 -2.97 -3.70 -0.61 -0.54
 -3.31 -3.88 -0.11 -0.04
 -4.80 -2.94  1.15  1.20
 -2.11 -2.88 -1.02 -0.95
 -3.78 -3.14  0.28  0.34
 -3.36 -3.55  0.38  0.46
 -2.82 -4.12 -0.89 -0.87
 -0.25 -2.98  0.23  0.26
 -3.04 -3.96 -0.48 -0.47
 -2.51 -4.35 -0.81 -0.80
 -2.58 -2.48 -0.47 -0.43
 -3.38 -2.86  1.05  1.13
 -2.63 -2.99  0.43  0.45
 -1.15 -2.18 -1.20 -1.14
 -3.65 -3.43  0.87  0.88
 -3.03 -2.18 -0.40 -0.35
 -2.54 -3.01  0.31  0.34
 -2.36 -2.33  0.03  0.08
 -3.83 -3.13  1.63  1.70
 -2.12 -3.14 -0.24 -0.20
 -3.63 -3.22 -0.66 -0.66
 -2.28 -3.16  0.06  0.06
 -4.74 -2.77 -1.32 -1.27
 -3.01 -1.89 -0.69 -0.62
 -2.34 -2.01  0.97  0.98
 -2.46 -4.52  0.16  0.24
 -3.53 -4.62 -1.56 -1.48
 -4.00 -3.67 -0.35 -0.31
 -1.80 -1.70  0.39  0.46
 -2.70 -2.82  0.32  0.36
 -3.15 -1.86 -1.33 -1.30
 -2.90 -1.85 -0.40 -0.31
 -1.37 -3.89  1.73  1.82
 -3.50 -3.80 -0.49 -0.45
 -3.16 -3.59 -0.60 -0.59
 -2.71 -3.62 -0.40 -0.37
 -4.07 -2.56  0.07  0.08
 -1.35 -3.59  0.96  1.04
 -4.15 -2.22 -0.65 -0.65
 -3.99 -3.50  0.18  0.28
 -4.84 -2.32  0.59  0.62
 -2.36 -3.25 -1.37 -1.33
 -2.81 -3.26 -1.21 -1.15
 -2.62 -1.88  0.56  0.65
 -3.17 -1.70  1.85  1.86
 -1.99 -2.11  2.23  2.30
 -3.59 -2.10  1.28  1.36
 -2.81 -3.75  1.85  1.95
 -2.98 -4.49  0.44  0.46
 -3.50 -0.44 -0.55 -0.49
 -0.78 -1.16 -2.51 -2.46
 -4.75 -3.07  1.68  1.69
 -2.50 -3.17  1.06  1.14
 -1.12 -4.74 -0.81 -0.77
 -3.77 -2.41  0.80  0.84
 -1.76 -0.48  1.00  1.01
 -3.39 -4.42 -1.30 -1.25
 -2.52 -2.69  0.17  0.19
 -4.00 -2.47 -0.35 -0.31
 -2.83 -0.71  1.15  1.22
 -4.34 -0.57  0.53  0.57
 -3.45 -2.84  1.64  1.73
 -4.14 -4.29  0.56  0.63
 -3.23 -2.65 -1.98 -1.96
 -3.86 -2.44  1.02  1.05
 -3.23 -1.77  1.15  1.25
 -3.71 -1.89  1.55  1.62
 -5.03 -1.52 -0.13 -0.05
 -3.23 -1.76  0.52  0.54
 -1.94 -4.84  0.49  0.55
 -2.80 -1.92 -0.64 -0.62
 -2.20 -4.04 -1.47 -1.38
 -3.98 -3.20  1.15  1.22
 -1.76 -2.74  0.41  0.51
 -4.47 -2.70 -0.30 -0.28
 -3.21 -3.23  0.60  0.66
 -2.60 -4.68  0.11  0.13
 -2.47 -3.14  0.69  0.78
 -3.65 -3.25 -0.83 -0.75
 -3.18 -2.56 -0.06 -0.01
 -3.17 -2.90 -0.41 -0.31
 -3.93 -4.12 -0.94 -0.85
 -2.42 -1.96  0.03  0.08
 -1.73 -1.99 -0.14 -0.12
 -3.11 -1.98 -0.07 -0.06
 -2.59 -1.07 -0.42 -0.39
 -4.32 -2.17 -0.15 -0.12
 -1.68 -3.16 -0.44 -0.43
 -3.82 -2.64  0.44  0.47
 -2.90 -4.38  0.18  0.23
 -2.78 -1.48  1.18  1.21
 -3.56 -2.78 -1.01 -0.99
 -2.86 -3.51 -0.36 -0.29
 -3.66 -2.36 -0.63 -0.60
 -3.44 -0.77 -0.91 -0.86
 -2.46 -4.18  0.70  0.75
 -3.77 -4.10 -0.90 -0.82
 -3.18 -3.71  1.37  1.38
 -4.57 -2.06 -0.48 -0.40
 -3.41 -3.38 -1.29 -1.20
 -2.79 -3.67 -1.05 -0.99
 -2.54 -1.69  0.38  0.44
 -2.95 -2.34 -0.19 -0.10
 -2.84 -3.35 -1.12 -1.11
 -2.88 -3.25  0.39  0.48
 -3.67 -3.94 -0.29 -0.25
 -2.64 -2.75 -0.03 -0.01
 -1.94 -2.15 -0.31 -0.23
 -2.70 -2.09 -0.28 -0.20
 -2.74 -3.52  0.99  1.08
 -1.97 -3.70  0.56  0.64
 -3.35 -3.06  0.37  0.41
 -2.85 -2.52  0.68  0.74
 -2.75 -1.74 -1.45 -1.40
 -2.33 -3.98 -0.97 -0.94
 -3.59 -3.83  1.96  2.04
 -2.99 -3.96  0.93  1.00
 -1.88 -2.37 -0.63 -0.60
 -2.68 -2.18  0.63  0.72
 -5.43 -3.28 -0.49 -0.47
 -1.80 -3.32 -0.88 -0.79
 -3.25 -2.94 -0.44 -0.43
 -2.97 -4.05  0.70  0.75
 -2.29 -2.54 -0.81 -0.72
 -2.31 -3.39 -0.62 -0.56
 -3.16 -4.37  0.37  0.37
 -0.71 -3.18 -0.65 -0.65
 -3.00 -3.24 -0.77 -0.73
 -0.82 -1.67  1.46  1.50
  0.06 -2.58 -0.24 -0.15
 -3.14 -5.30  0.29  0.33
 -4.12 -3.33  1.25  1.31
 -2.62 -4.99  1.08  1.10
 -4.79 -3.81  0.27  0.33
 -2.16 -3.53  0.69  0.71
 -1.85 -2.52  0.15  0.19
 -2.79 -2.58 -0.47 -0.45
 -0.99 -3.04  0.60  0.61
 -2.78 -2.82 -0.18 -0.12
 -3.25 -4.63 -0.31 -0.28
 -2.62 -1.83 -0.17 -0.08
 -2.99 -4.23 -1.82 -1.78
 -1.63 -6.04  1.59  1.60
 -2.75 -4.20  0.94  0.99
 -2.79 -2.61  2.49  2.52
 -2.94 -3.25 -0.48 -0.45
 -1.81 -0.97 -0.23 -0.16
 -3.24 -3.61 -0.74 -0.72
 -2.44 -2.11 -1.17 -1.16
 -3.69 -2.17  0.43  0.50
 -2.85 -2.81 -1.31 -1.24
 -3.67 -1.64 -0.35 -0.31
 -1.49 -2.34  1.78  1.83
 -2.40 -2.69  0.55  0.56
 -3.88 -3.50 -0.53 -0.52
 -3.00 -2.47  0.48  0.52
 -1.88 -1.55  1.76  1.80
 -3.31 -3.44  1.65  1.70
 -4.70 -3.84 -0.48 -0.44
 -2.44 -0.20 -1.35 -1.29
 -2.18 -3.17  1.10  1.18
 -2.05 -3.00  2.34  2.37
 -2.96 -2.86 -1.05 -0.97
 -2.49 -3.59 -0.19 -0.14
 -1.45 -4.21  1.02  1.11
 -4.28 -2.99 -0.76 -0.76
 -2.35 -3.87  1.47  1.48
 -4.28 -2.32 -0.14 -0.12
 -2.35 -3.87 -0.35 -0.31
 -4.01 -2.37 -0.48 -0.47
 -3.25 -2.99  1.20  1.23
 -2.75 -4.01 -1.42 -1.42
 -2.60 -2.71  0.61  0.61
 -3.44 -3.51  1.46  1.51
 -3.38 -4.49 -0.35 -0.30
 -4.02 -2.08 -0.22 -0.19
 -2.30 -2.12  1.49  1.58
 -4.62 -1.75 -1.29 -1.29
 -3.04 -3.67 -0.51 -0.42
 -2.82 -3.11 -1.15 -1.05
 -3.52 -2.57  2.29  2.38
 -2.74 -3.25  1.42  1.45
 -2.09 -3.15  0.39  0.41
 -4.09 -2.91  1.21  1.28
 -2.01 -2.49 -1.12 -1.04
 -2.22 -3.68 -0.48 -0.41
 -1.61 -3.38 -1.10 -1.05
 -2.98 -2.25 -0.95 -0.89
 -3.60 -2.66  0.44  0.50
 -1.87 -4.16  0.49  0.51
 -2.67 -1.64  1.27  1.31
 -1.31 -4.19  1.98  2.00
 -2.52 -3.34 -0.96 -0.87
 -2.31 -4.68 -0.95 -0.91
 -3.57 -2.25 -0.18 -0.12
 -3.11 -3.39  0.37  0.39
 -3.90 -2.74 -0.38 -0.31
 -2.80 -3.67 -0.09 -0.00
 -0.66 -4.03 -1.52 -1.48
 -2.57 -4.80 -0.37 -0.36
 -2.20 -4.70 -1.22 -1.12
 -2.78 -1.58 -0.11 -0.08
 -3.57 -2.51 -0.43 -0.39
 -3.79 -3.51  0.67  0.69
 -3.21 -1.55  1.35  1.38
 -2.23 -2.99  1.33  1.40
 -2.81 -3.97 -1.04 -1.01
 -4.34 -1.19  0.42  0.51
 -2.39 -4.53 -0.32 -0.22
 -1.73 -3.28 -2.32 -2.25
 -4.31 -1.31 -0.51 -0.49
 -3.76 -2.53 -0.54 -0.53
 16.43 17.06 -0.19 -0.15
 16.36 16.52 -0.24 -0.17
 16.41 15.09 -0.49 -0.42
 14.11 14.58  0.63  0.64
 13.10 14.19 -1.71 -1.63
 -0.50 -0.69  3.87  3.92
 -0.57 -0.09  5.30  5.33
  1.07  0.09  4.54  4.56
 -0.39 -1.18  4.60  4.63
 -0.14  0.09  5.56  5.61
  1.19  0.27  6.02  6.04
 -0.18  0.50  5.05  5.15
  2.54  0.26  5.61  5.71
  0.54  0.32  4.30  4.32
 -0.58 -1.65  4.73  4.74
  0.51 -1.20  5.60  5.60
 -0.77  0.71  4.41  4.47
 -0.33  0.48  5.92  5.94
 -0.67 -1.57  4.50  4.58
 -0.32 -0.08  2.87  2.92
 -0.46 -0.69  5.71  5.75
 -1.16 -0.22  3.43  3.43
 -1.70  1.11  4.69  4.79
  0.64 -0.44  4.83  4.89
  0.52 -0.54  4.13  4.14
 -0.06 -0.27  4.54  4.56
 -0.05 -0.15  4.86  4.86
 -0.25 -0.63  6.61  6.67
  0.34 -1.16  4.20  4.22
  0.75 -0.76  5.81  5.88
  2.09 -0.36  5.82  5.82
 -0.36  0.44  4.96  5.00
 -0.61 -1.09  4.68  4.76
  1.27  0.43  4.96  5.04
  1.26 -0.81  3.83  3.84
 -0.06  2.05  4.59  4.62
  1.10 -1.14  3.07  3.15
 -0.40 -0.71  5.16  5.21
 -0.59  0.01  4.65  4.71
 -1.02 -1.19  5.78  5.80
 -1.30 -0.93  4.60  4.69
 -1.16  1.50  5.71  5.78
 -0.77 -0.75  6.12  6.18
  0.50 -1.55  5.16  5.21
  1.72  0.27  5.09  5.15
 -1.63 -0.41  5.99  6.07
 -0.65  1.36  4.19  4.26
 -0.06  0.73  4.98  5.00
 -1.07 -0.46  5.21  5.26
  0.91  0.10  6.14  6.18
  0.71  0.20  6.43  6.44
  2.64  0.57  5.00  5.09
 -0.63 -0.59  5.52  5.54
  0.05 -1.80  6.35  6.43
 -0.57  0.76  2.72  2.78
  0.94 -1.10  6.01  6.11
 -0.89 -1.76  5.41  5.49
 -0.02  0.45  6.14  6.18
  0.84  0.98  6.98  7.07
  0.27 -0.06  4.63  4.67
 -1.17  1.11  4.60  4.66
  1.02 -0.40  4.42  4.47
  0.36 -2.21  5.22  5.23
 -0.11 -0.33  5.51  5.59
 -0.10 -0.34  4.96  5.05
  1.94  0.20  3.50  3.58
  1.08 -2.08  5.09  5.19
  0.09  0.28  3.46  3.53
  2.19  1.23  6.60  6.68
  0.34 -1.51  5.86  5.87
  0.05 -1.38  5.10  5.15
  1.80 -2.23  5.18  5.24
  0.07 -0.41  5.97  6.01
 -1.00 -0.29  5.89  5.98
 -1.20 -0.40  4.54  4.55
 -1.32 -0.71  5.36  5.38
  1.38 -0.77  4.95  4.98
 -2.50  0.12  4.29  4.37
  1.09  0.92  5.94  6.04
  0.78 -0.48  4.98  5.00
  1.19 -0.60  6.77  6.79
  1.17 -1.37  3.20  3.26
  0.54 -1.18  6.00  6.08
 -0.58  0.06  5.00  5.09
  0.37 -0.15  6.83  6.87
  1.70  0.12  4.54  4.57
 -0.50 -0.22  5.15  5.24
  0.62 -0.65  4.62  4.69
 -0.13 -0.17  5.15  5.17
  0.11 -1.41  6.55  6.56
  0.48  0.93  5.32  5.41
 -0.04 -2.19  3.88  3.96
  0.19  0.97  3.95  4.03
 -0.05  0.11  5.55  5.56
 -0.91 -0.72  4.39  4.41
 -1.25 -0.39  5.30  5.37
  1.69 -0.38  4.61  4.70
 -1.36 -1.23  3.77  3.79
 -0.79  0.33  5.08  5.17
  1.96 -0.03  5.00  5.06
 -0.83 -1.10  5.65  5.70
 -0.73 -0.73  6.65  6.74
  0.52  0.50  5.18  5.22
 -1.19  0.26  4.53  4.61
 -0.12  0.92  5.79  5.87
  2.29  2.51 -1.05 -1.01
  4.70  2.00 -0.03  0.00
  3.34  4.51  1.41  1.51
  2.52  2.71 -2.80 -2.79
  4.58  4.62  0.53  0.62
  2.87  1.38 -0.97 -0.95
  4.59  1.88  0.11  0.17
  2.52  3.80 -0.38 -0.34
  4.30  4.16  0.13  0.13
  2.99  3.97  0.53  0.55
  3.81  2.74  1.15  1.17
  4.54  2.34  1.00  1.10
  5.45  2.69  1.11  1.14
  4.52  3.51  0.75  0.77
  1.87  3.31 -0.08 -0.01
  2.87  1.46  0.53  0.55
  4.45  3.93  1.36  1.39
  3.12  1.99 -0.72 -0.64
  2.46  2.03 -0.28 -0.27
  1.15  2.97 -0.90 -0.85
  1.33 -0.01 -1.10 -1.02
  3.19  2.78  0.81  0.87
  3.05  3.65  0.31  0.39
  2.88  2.47 -1.71 -1.71
  2.10  2.62  0.03  0.11
  3.53  3.69 -2.57 -2.51
  2.61  2.23  0.97  1.03
  3.64  3.95  0.22  0.27
  3.29  4.24 -0.93 -0.84
  3.56  3.63 -0.13 -0.12
  3.00  3.42  0.83  0.89
  3.74  4.47 -0.56 -0.52
  0.57  2.30  0.30  0.36
  2.41  3.38  1.49  1.54
  1.69  4.92 -0.95 -0.93
  3.75  2.28 -1.10 -1.06
  2.28  3.27  1.01  1.09
  3.62  3.42  0.89  0.97
  3.79  4.42 -0.77 -0.73
  1.44  4.24 -1.08 -1.01
  4.69  2.09  1.93  2.02
  3.92  2.96 -0.20 -0.11
  3.58  3.72  0.04  0.06
  2.61  1.58  0.12  0.20
  5.11  4.84 -0.53 -0.44
  3.91  2.65  0.15  0.22
  2.57  4.85  0.06  0.13
  2.74  3.85  0.13  0.23
  3.00  3.11 -0.21 -0.12
  3.53  1.60  0.70  0.75
  2.71  2.36 -0.01  0.01
  0.51  1.81  2.66  2.74
  3.84  2.91 -0.75 -0.71
  3.47  2.97  0.83  0.86
  3.23  3.34  0.77  0.81
  2.58  4.30 -1.94 -1.88
  3.95  1.41 -0.44 -0.36
  4.45  4.26  0.21  0.25
  3.94  2.88 -2.05 -2.00
  2.54  1.01 -0.45 -0.37
  3.61  3.63 -2.92 -2.82
  2.80  2.84 -0.29 -0.28
  4.67  2.67  0.09  0.11
  3.81  3.21  0.12  0.18
  3.14  2.50  0.53  0.62
  3.59  2.87  0.35  0.40
  2.09  3.31 -0.80 -0.73
  2.52  2.48 -0.02  0.00
  2.33  4.01  0.33  0.40
  4.24  4.95  0.21  0.25
  2.33  2.62 -2.05 -1.96
  1.69  2.59  0.24  0.32
  1.73  3.39 -0.07 -0.04
  2.66  3.69 -0.17 -0.07
  4.46  3.61 -0.78 -0.71
  2.61  4.73  1.13  1.23
  4.49  3.33 -0.93 -0.91
  2.07  2.58  0.07  0.12
  1.78  2.51  0.89  0.95
  2.99  4.48  0.16  0.21
  3.29  3.26  0.33  0.39
  3.35  3.07  0.70  0.70
  3.14  1.63 -0.37 -0.31
  3.83  2.92  2.15  2.23
  3.21  0.86 -1.50 -1.46
  2.65  5.33  2.56  2.57
  4.39  1.76  0.80  0.85
  3.36  3.14 -0.04 -0.00
  2.15  2.45 -1.11 -1.06
  3.99  1.01 -1.97 -1.93
  3.44  4.58  0.78  0.85
  5.04  4.02 -0.46 -0.46
  2.28  4.21 -0.79 -0.76
  3.14  3.62  0.17  0.26
  2.11  3.39 -1.09 -1.03
  3.78  4.80  1.17  1.27
  5.65  4.27 -2.57 -2.49
  2.39  2.64 -1.14 -1.12
  3.81  3.88  1.61  1.62
  3.59  4.58  2.05  2.15
  3.11  3.47  0.22  0.29
  2.27  3.91  0.05  0.06
  2.87  1.90 -1.39 -1.32
  2.96  2.78  0.40  0.44
  3.24  3.35  0.50  0.51
  2.05  1.38  0.66  0.75
  1.94  4.88  1.18  1.26
  4.27  4.14 -1.88 -1.83
  2.72  1.43  0.53  0.62
  1.71  3.83 -0.03 -0.03
  2.81  2.88 -0.09 -0.03
  2.39  4.13  0.78  0.81
  3.22  1.41 -0.26 -0.20
  4.31  1.84  0.13  0.20
 -0.04  2.85 -0.24 -0.19
  4.12  2.01 -1.89 -1.82
  2.33  2.10  2.50  2.58
  3.33  4.26 -2.47 -2.41
  2.88  3.87  1.64  1.72
  1.55  4.24  0.01  0.02
  2.13  2.21  0.39  0.41
  2.72  4.52  0.30  0.33
  3.09  2.04 -0.40 -0.30
  4.36  4.58 -0.94 -0.88
  3.02  4.06  0.01  0.08
  3.39  3.05  0.98  1.03
  3.09  4.19  0.74  0.80
  1.99  3.74 -1.34 -1.25
  3.49  1.90  0.03  0.05
  2.70  4.42  2.01  2.05
  3.80  3.21  1.97  2.06
  2.41  3.55 -0.73 -0.68
  4.33  5.10 -0.35 -0.31
  3.48  2.82  0.38  0.38
  4.64  3.12 -1.22 -1.18
  2.50  2.51  0.58  0.65
  1.64  2.08 -1.58 -1.50
  2.56  3.12 -0.93 -0.92
  4.76  4.24  1.20  1.27
  3.14  4.25 -0.52 -0.49
  2.83  2.07  1.46  1.52
  1.44  3.05  0.64  0.66
  2.83  2.50  0.74  0.82
